Item	Score
contagious	8.9313
anti-vaxer	8.9308
teumes	8.922
mbbs	8.9175
delta plus	8.9173
polio vaccine	8.9144
president jair bolsonaro	8.912
maga	8.9112
covid data insight	8.908
coup attempt	8.906
state board exam	8.899
variant surge	8.8985
wave of omicron	8.898
downing street party	8.896
graphene oxide	8.895
vaccination center	8.8943
urgent need	8.8943
delta wave	8.8927
dss	8.8915
ltc	8.8901
bed availability	8.884
anti-lockdown protest	8.8814
surge	8.8811
corona situation	8.881
mass infection	8.876
bengaluru	8.8755
gurgaon	8.869
jaggi	8.868
governor desantis	8.862
digital id	8.8602
unpaid leave	8.8565
infect	8.8479
hospital admission	8.847
year of lockdown	8.8455
toh	8.8442
mrna covid vaccine	8.843
yogi	8.8428
र ब	8.842
र_ब	8.842
pericarditis	8.8357
hospitalization rate	8.834
military regime	8.834
vivo phone	8.833
incite	8.8315
delta surge	8.8242
secret recording	8.824
compensatory attempt	8.8235
raab	8.8185
in-n-out	8.816
cvs	8.8156
mask-wearing	8.815
ðÿ3	8.8087
mild case	8.8011
adverse reaction	8.7958
total appointment	8.7957
hoga	8.7923
outdoor mask	8.792
jen psaki	8.7913
services covid relief	8.788
xi variant	8.787
crisis standard of care	8.783
marjorie taylor greene	8.774
tory party	8.773
lambda	8.769
fmge	8.7675
breakthrough covid	8.7646
healthy kid	8.7643
kyrie irving	8.762
existing vaccine	8.756
political rally	8.7553
cdc study	8.755
farrel	8.741
gange	8.736
gas price	8.7175
reconciliation bill	8.716
covid-19 hospitalization	8.7157
serious illness	8.7152
rite aid vaccine	8.714
dominant strain	8.7133
aid vaccine	8.713
narwal	8.713
vaccine distribution plan	8.706
jai hind	8.705
half-staff	8.699
rangers fan	8.698
ayurvedic	8.698
nsw govt	8.6953
federal contractor	8.6945
publix	8.6927
various perumal temple	8.691
covid antibody	8.6877
covid care center	8.6845
care worker	8.6824
post-pandemic world	8.6804
travel ban	8.6782
care home resident	8.677
kerala govt	8.671
kuch	8.6683
perumal temple	8.6645
wage hike	8.663
london hospital	8.66
panic buying fuel	8.66
first case of the omicron	8.658
â	8.6575
flu shot	8.6547
mask outside	8.6525
black us secretary	8.648
superbowl	8.648
quarantine time	8.641
modi ji	8.6408
भ	8.6405
holiday plan	8.635
previous infection	8.632
related death	8.6301
found rite	8.63
found rite aid	8.63
found rite aid vaccine	8.63
covid zero	8.6283
atandt	8.627
cure covid	8.624
zc45	8.624
pandemic year	8.6199
comirnaty	8.6148
new national lockdown	8.614
eswatini	8.613
covid cert	8.609
unvax	8.6062
wfh	8.6013
omicron strain	8.5995
reserve list	8.599
covid disinformation	8.5972
covid-19 vaccine rollout	8.5934
assam	8.5925
flu jab	8.5921
kerala model	8.59
president uhuru	8.589
odisha	8.577
biden vaccine mandate	8.575
neutralize	8.567
prager	8.564
wear glove	8.563
show the	8.557
first vaccine	8.5545
medanta	8.5545
lockdown birthday	8.5473
tucker carlson	8.541
arundhati	8.541
father did dharma	8.525
balaji187-1	8.525
kainkariyam	8.525
okhdfcbank	8.525
fungal infection	8.522
om shanti	8.5215
lab origin	8.519
nu variant	8.519
vaccine side	8.5159
labor shortage	8.5157
brazil variant	8.514
covid survival	8.513
coronavirus infection	8.5099
kalay	8.5075
bipartisanship	8.5063
vaccinating kid	8.505
boards exam	8.5025
covid delta variant	8.4987
awareness patrol	8.497
vaccination camp	8.494
social credit	8.4932
kachin state	8.493
attempted coup	8.493
covid omicron	8.4905
bts	8.4905
upi id	8.4855
indian govt	8.483
crowdfund	8.4825
aapi community	8.477
telangana	8.4715
health care worker	8.4705
rapid test kit	8.469
rioter	8.4675
shot in arms	8.4655
panchayat	8.465
wave of corona	8.4647
raya	8.464
amphotericin	8.464
pla	8.4615
sleaze	8.4563
lockdown sceptic	8.456
handling of the pandemic	8.4542
cover-up	8.454
conservative radio host	8.453
military coup	8.452
ม	8.4515
corona vaccine	8.4509
cremation ground	8.4495
tika	8.445
covid update	8.4395
nld	8.439
vaccinating child	8.4383
border crisis	8.4374
az vaccine	8.4373
filibuster	8.4363
ltc home	8.432
ž	8.4314
republican voter	8.429
covid today	8.4242
covid-19 relief package	8.4225
bad cold	8.42
ramzan	8.419
jon stewart	8.417
code vaccine	8.417
texas school	8.417
roethlisberger	8.415
caught covid	8.4149
delta coronavirus	8.4065
empty shelf	8.4044
covid quarantine	8.402
covid case rate	8.4
varanasi	8.3955
arundhati roy	8.394
secretary of state	8.391
funded gain-of-function	8.389
ì	8.3886
health infrastructure	8.3863
risk of blood	8.3855
chris whitty	8.3821
covid-free	8.3773
covid vaccine today	8.3738
total death	8.37
fuellmich	8.3643
bruh	8.358
pappu	8.3577
covid risk	8.3576
code vaccine passport	8.352
qr code vaccine	8.352
cashapp	8.3512
ve	8.351
cloth mask	8.3478
vaccine side effect	8.345
zero covid	8.3445
pandemic-related	8.3411
अन	8.34
attender	8.339
covid vaccine booster	8.3386
medical infrastructure	8.3385
icu patient	8.3385
covid relief plan	8.3357
delta variant spread	8.333
sarah everard	8.331
banning mask mandate	8.328
immunity booster	8.327
n95s	8.327
roadmap	8.326
supply of oxygen	8.325
anti-military	8.323
capitol police	8.319
ericksen	8.316
thackeray	8.315
sturgeon	8.3149
vaccines work	8.3146
soul rest	8.314
qr code	8.3104
aapi	8.307
non stop hit	8.3065
keir	8.3033
nkandla	8.296
care home	8.2892
hospitalisation rate	8.289
qr code vaccine passport	8.2875
outdoor transmission	8.283
free education	8.282
liye	8.2803
kn95 mask	8.278
inoculate	8.2773
cm sir	8.2765
stop hit	8.274
aande	8.2735
karo	8.273
virus research	8.2725
medical exemption	8.2698
betadine	8.26
day lockdown	8.2599
omicron concern	8.259
respiratory virus	8.2559
greater sydney	8.2557
manaus	8.2547
godi	8.2543
enough vaccine	8.2512
oxygen crisis	8.2495
epfo	8.248
everard	8.2465
coetzee	8.243
data insight	8.239
maharashtra govt	8.238
anti lockdown protest	8.238
houston hospital	8.23
nurses day	8.23
tablighi	8.225
nft	8.2196
covid vaccine appointment	8.2163
coz	8.2154
bharat	8.2152
paris climate agreement	8.215
corona case	8.2134
varient	8.2127
nose mask	8.211
covid fear	8.2078
student loan payment	8.205
bjp mp	8.196
wave of covid	8.1915
namo app	8.1901
pls	8.1853
board examination	8.1833
billion dose	8.1824
attenborough	8.178
next several month	8.176
requiring proof	8.176
preventable death	8.1743
exam	8.1741
mask guideline	8.173
shanti	8.168
covid patients	8.165
qr	8.1632
booster programme	8.162
aà	8.1557
many blood donation	8.153
rand paul	8.1512
children age	8.151
covid regulation	8.1483
mass vaccination site	8.1457
last presidential election	8.1453
blood donation camp	8.144
paterson	8.143
pandemic relief	8.1408
covid datum	8.1403
parler	8.138
ecohealth alliance	8.1335
pfizer ceo	8.1307
vaccine update	8.128
tritt	8.128
wtf	8.1273
acquired case	8.1256
sood	8.121
physical exam	8.12
new eviction	8.12
fda adviser	8.116
affected people	8.112
banerjee	8.112
winter surge	8.1115
inspite	8.1115
baric	8.111
rahm	8.1095
ட	8.1087
covid drug	8.108
fourth dose	8.105
य क	8.104
य_क	8.104
maharashtra government	8.097
jon rahm	8.096
inventor of mrna	8.093
osha	8.093
university exam	8.09
holiday travel	8.089
marcus lamb	8.087
roll-out	8.0854
post-lockdown	8.0822
mild symptom	8.082
nimc	8.082
data integrity	8.081
mask requirement	8.0789
possible contribution	8.0745
covid money	8.0708
bengal election	8.0705
asian community	8.068
anti vaccine	8.0658
heart issue	8.0644
miami beach	8.056
many blood donation camp	8.056
allaah	8.055
pediatric hospital	8.055
unga	8.053
gujarat	8.0512
height of the pandemic	8.0494
negative covid	8.0468
self-isolate	8.0446
respected sir	8.0422
total recovery	8.0372
damn vaccine	8.034
vaccine technology	8.0335
health advice	8.0334
food shortage	8.0318
covid alert sa app	8.027
infected	8.0269
covid emergency	8.024
redfield	8.021
e484k	8.021
super-spreader	8.0197
live bat	8.019
fortis	8.019
nphet	8.0173
kids age	8.0145
spring break	8.0125
sab	8.008
precaution	8.0079
former secretary	8.006
travel restriction	8.0058
board student	8.0043
ว	8.004
severe covid	8.0026
jayalal	8.002
hoax	8.0012
patient in hospital	8.0
last rite	7.9985
covid guideline	7.9956
long-term care home	7.994
hate crime	7.992
wane	7.9918
death rate in the world	7.9895
acquired immunity	7.9885
delta covid variant	7.988
tamilnadu	7.988
home covid	7.987
week of school	7.984
ambulance	7.9817
wb	7.98
stfu	7.9725
covid-19 vaccination card	7.97
lincoln memorial	7.97
non stop	7.9695
indian medical association	7.968
akshay	7.966
asian hate	7.963
hard lockdown	7.9557
asian woman	7.954
honor system	7.9535
long term effect	7.953
project veritas	7.952
tonne of oxygen	7.95
hyderabad	7.9497
wolski	7.948
bat coronavirus	7.942
baat	7.9417
number of omicron	7.94
happy new year	7.9347
sesame street	7.929
indore	7.929
wife bought stock	7.929
vitalik	7.928
people panic	7.928
ahs	7.9277
panic-buying	7.925
fur farm	7.923
current vaccine	7.919
covid status	7.9136
condition of pandemic	7.9135
next lockdown	7.912
mubarak	7.907
back-to-school	7.903
pediatric hospitalization	7.903
dose of the vaccine	7.9017
ping	7.901
bogus case	7.899
moron	7.8983
vaccine equity	7.8967
seba	7.895
breaking part	7.895
sniffle	7.8948
deadly virus	7.8939
oximeter	7.8895
dubbo	7.889
cdc document	7.887
french nun	7.886
bjp leader	7.885
climate agreement	7.885
punjab	7.8842
dutch police	7.878
bjym	7.877
tika utsav	7.875
people with learning disabilities	7.874
vaccination certificate	7.8705
hc	7.87
many blood	7.87
icmr	7.8691
mcauliffe	7.8685
pious guidance	7.867
b1617	7.866
ron johnson	7.8653
ons datum	7.864
lisa	7.8625
covid-19 complication	7.8623
hain	7.8574
covid-19 bill	7.856
sars	7.854
panic buying petrol	7.854
emergency use authorization	7.8529
coronavirus vaccine dose	7.8502
greek alphabet	7.8495
tga	7.8483
term effect	7.847
toby young	7.847
venue of concern	7.846
saakk	7.836
rapid testing	7.8345
groundhog	7.831
union health ministry	7.8287
vaccination policy	7.826
mokama	7.826
moderna covid-19 vaccine	7.8241
broward county	7.819
second covid	7.818
statewide lockdown	7.817
hospital bed	7.8142
rajasthan	7.8105
risk of myocarditis	7.8103
central govt	7.8081
viral load	7.8079
new guidance	7.8075
covid-19 delta	7.807
minimum wage hike	7.807
using ivermectin	7.8063
moratorium	7.8062
š	7.8029
umar	7.802
frontline warrior	7.798
new vaccine	7.7976
draymond	7.797
cbse board exam	7.793
vaccine inequity	7.7923
chinese lab	7.79
vaccine protection	7.787
vaccine delivery	7.7863
omricon	7.779
quarantine camp	7.7762
kzn	7.776
jammu	7.775
reopen	7.7733
vacc	7.7721
bagh	7.772
tmc	7.7715
rt-pcr test	7.771
nsw lockdown	7.7705
billionaire	7.7703
newsmax	7.77
unvaccinated teacher	7.77
c-19	7.7697
global tender	7.769
dmk	7.769
crore people	7.767
ranchi	7.766
jobkeeper	7.7646
fake vaccine	7.7643
natural antibody	7.7635
covid testing site	7.763
covid mitigation	7.761
covid-19 vaccination site	7.7593
hai	7.7589
cases surge	7.7573
anti	7.7566
neutralizing antibody	7.7555
delta covid	7.755
online mode	7.749
last attempt	7.7415
alabama doctor	7.74
review meeting	7.736
covid-19 virus	7.7359
immunocompromised people	7.7348
second shot	7.7338
yashoda	7.732
kroger	7.7308
wk	7.7276
black farmer	7.725
nye	7.7243
texans	7.7232
school mask mandate	7.7225
sonu sood	7.722
isha	7.7215
myanmar junta	7.721
panchayat election	7.7195
sask	7.7177
variant of coronavirus	7.717
climate disaster	7.717
virus variant	7.7097
asian-americans	7.709
global vaccine	7.7086
seva	7.704
national mall	7.704
pandemic recovery	7.7027
unvaccinated population	7.7
common cold	7.6986
level of vaccination	7.698
year of the pandemic	7.6957
animalistic	7.695
serum institute	7.6944
offline	7.6937
new covid case	7.6936
situation in the country	7.6925
vasudev	7.692
livestock dewormer	7.69
bad day	7.685
taliban	7.684
covid hospitalisation	7.6772
waning immunity	7.6765
นน	7.6753
nc state	7.671
harris teeter	7.668
coimbatore	7.668
ani	7.6667
madhya	7.6633
breaking social distancing rule	7.663
symptomless	7.663
mla	7.661
joy reid	7.658
long-covid	7.6539
